Market,Commodity,Classification,Grade,Sex,Wholesale,Retail,Supply Volume,County,Date
Ngurubani Market,Coriander (Dhania),-,-,-,60.00/Kg,80.00/Kg,132.0,Kirinyaga,2026-05-04
Ngurubani Market,Chillies,-,-,-,50.00/Kg,70.00/Kg,412.0,Kirinyaga,2026-05-04
Ngurubani Market,Carrots,-,-,-,40.00/Kg,60.00/Kg,3250.0,Kirinyaga,2026-05-04
Ngurubani Market,Capsicums,-,-,-,30.00/Kg,50.00/Kg,125.0,Kirinyaga,2026-05-04
Ngurubani Market,Cabbages,-,-,-,22.00/Kg,27.00/Kg,19500.0,Kirinyaga,2026-05-04
Ngurubani Market,Butternuts,-,-,-,32.00/Kg,42.00/Kg,2800.0,Kirinyaga,2026-05-04
Ngurubani Market,Banana (Cooking),-,-,-,30.00/Kg,40.00/Kg,1520.0,Kirinyaga,2026-05-04
Ngurubani Market,Rice,Pishori,-,-,150.00/Kg,170.00/Kg,135000.0,Kirinyaga,2026-05-04
Ngurubani Market,Red Sorghum,-,-,-,86.67/Kg,100.00/Kg,1450.0,Kirinyaga,2026-05-04
Ngurubani Market,Dry Maize,White Maize,-,-,51.67/Kg,60.00/Kg,6580.0,Kirinyaga,2026-05-04
Ngurubani Market,Water Melon,-,-,-,20.00/Kg,25.00/Kg,25800.0,Kirinyaga,2026-05-04
Ngurubani Market,Tree tomato,-,-,-,70.00/Kg,100.00/Kg,213.0,Kirinyaga,2026-05-04
Ngurubani Market,Thorn melon,-,-,-,80.00/Kg,120.00/Kg,325.0,Kirinyaga,2026-05-04
Ngurubani Market,Pineapples,-,-,-,50.00/Kg,70.00/Kg,1250.0,Kirinyaga,2026-05-04
Ngurubani Market,Pawpaw,-,-,-,35.00/Kg,50.00/Kg,250.0,Kirinyaga,2026-05-04
Ngurubani Market,Passion Fruits,-,-,-,160.00/Kg,220.00/Kg,350.0,Kirinyaga,2026-05-04
Ngurubani Market,Lemons,-,-,-,40.00/Kg,60.00/Kg,150.0,Kirinyaga,2026-05-04
Ngurubani Market,Avocado,Local,-,-,50.00/Kg,70.00/Kg,852.0,Kirinyaga,2026-05-04
Ngurubani Market,Pork,-,-,-,650.00/Kg,750.00/Kg,355.0,Kirinyaga,2026-05-04
Ngurubani Market,Meat Beef,-,-,-,650.00/Kg,750.00/Kg,1350.0,Kirinyaga,2026-05-04
Ngurubani Market,Eggs,Exotic/Grade,-,-,420.00/Tray(30),480.00/Tray(30),2250.0,Kirinyaga,2026-05-04
Ngurubani Market,Sweet potatoes,-,-,-,80.00/Kg,100.00/Kg,415.0,Kirinyaga,2026-05-04
Ngurubani Market,White Irish Potatoes,-,-,-,45.00/Kg,50.00/Kg,21500.0,Kirinyaga,2026-05-04
Ngurubani Market,Arrow Root,-,-,-,100.00/Kg,150.00/Kg,1200.0,Kirinyaga,2026-05-04
Ngurubani Market,Pigeon peas,-,-,-,72.22/Kg,90.00/Kg,1580.0,Kirinyaga,2026-05-04
Ngurubani Market,Lentils,-,-,-,188.89/Kg,220.00/Kg,1580.0,Kirinyaga,2026-05-04
Ngurubani Market,Mixed Beans,-,-,-,83.33/Kg,105.00/Kg,520.0,Kirinyaga,2026-05-04
Ngurubani Market,Dolichos lablab (Njahi),-,-,-,86.67/Kg,100.00/Kg,1350.0,Kirinyaga,2026-05-04
Ngurubani Market,Cowpeas,-,-,-,94.44/Kg,150.00/Kg,1580.0,Kirinyaga,2026-05-04
Ngurubani Market,Beans Rosecoco (Nyayo),-,-,-,105.56/Kg,150.00/Kg,3850.0,Kirinyaga,2026-05-04
Ngurubani Market,Beans Red Haricot (Wairimu),-,-,-,97.78/Kg,130.00/Kg,3500.0,Kirinyaga,2026-05-04
Ngurubani Market,Beans (Mwitemania),-,-,-,97.78/Kg,120.00/Kg,2250.0,Kirinyaga,2026-05-04
Ngurubani Market,Beans (Mwezi Moja),-,-,-,94.44/Kg,140.00/Kg,950.0,Kirinyaga,2026-05-04
Ngurubani Market,Beans (Yellow-Green),-,-,-,122.22/Kg,175.00/Kg,2580.0,Kirinyaga,2026-05-04
Ngurubani Market,Fertilizer,NPK,-,-,94.00/Kg,110.00/Kg,188000.0,Kirinyaga,2026-05-04
Ngurubani Market,Fertilizer,DAP,-,-,136.00/Kg,140.00/Kg,135000.0,Kirinyaga,2026-05-04
Ngurubani Market,Fertilizer,CAN,-,-,67.00/Kg,80.00/Kg,68000.0,Kirinyaga,2026-05-04
Chebunyo,Eggs,Indigenous /Kenyeji,-,-,540.00/Tray(30),600.00/Tray(30),10000.0,Bomet,2026-05-04
Chebunyo,Sheep,Dorper,Grade 3,Female,7500.00/Head,-,600.0,Bomet,2026-05-04
Chebunyo,Sheep,Dorper,Grade 3,Male,12000.00/Head,-,600.0,Bomet,2026-05-04
Chebunyo,Goat,Dairy Goats,Grade 3,Male,10000.00/Head,-,600.0,Bomet,2026-05-04
Chebunyo,Goat,Dairy Goats,Grade 3,Male,7500.00/Head,-,500.0,Bomet,2026-05-04
Chebunyo,Chicken,Improved Kienyeji,-,Female,900.00/Head,-,2000.0,Bomet,2026-05-04
Chebunyo,Chicken,Improved Kienyeji,-,Male,1000.00/Head,-,2000.0,Bomet,2026-05-04
Chebunyo,Oranges,-,-,-,61.82/Kg,100.00/Kg,7000.0,Bomet,2026-05-04
Chebunyo,Water Melon,-,-,-,80.00/Kg,120.00/Kg,4000.0,Bomet,2026-05-04
Chebunyo,Dry Maize,White Maize,-,-,50.00/Kg,65.00/Kg,18000.0,Bomet,2026-05-04
Chebunyo,Tomatoes,-,-,-,75.00/Kg,100.00/Kg,16000.0,Bomet,2026-05-04
Chebunyo,Dry Onions,-,-,-,65.00/Kg,90.00/Kg,2400.0,Bomet,2026-05-04
Chebunyo,Cabbages,-,-,-,10.00/Kg,20.00/Kg,15000.0,Bomet,2026-05-04
Butere Livestock Market,Chicken,Improved Kienyeji,-,Female,400.00/Head,-,5.0,Kakamega,2026-05-04
Butere Livestock Market,Chicken,Improved Kienyeji,-,Male,400.00/Head,-,6.0,Kakamega,2026-05-04
Butere Livestock Market,Chicken,Improved Kienyeji,-,Female,800.00/Head,-,11.0,Kakamega,2026-05-04
Butere Livestock Market,Chicken,Improved Kienyeji,-,Male,1100.00/Head,-,9.0,Kakamega,2026-05-04
Butere Livestock Market,Chicken,Improved Kienyeji,-,Female,1000.00/Head,-,13.0,Kakamega,2026-05-04
Butere Livestock Market,Chicken,Improved Kienyeji,-,Male,1400.00/Head,-,7.0,Kakamega,2026-05-04
Butere Livestock Market,Chicken,Indigenous,-,Female,350.00/Head,-,7.0,Kakamega,2026-05-04
Butere Livestock Market,Chicken,Indigenous,-,Female,350.00/Head,-,5.0,Kakamega,2026-05-04
Butere Livestock Market,Chicken,Indigenous,-,Female,750.00/Head,-,15.0,Kakamega,2026-05-04
Butere Livestock Market,Chicken,Indigenous,-,Male,1000.00/Head,-,12.0,Kakamega,2026-05-04
Butere Livestock Market,Chicken,Indigenous,-,Female,900.00/Head,-,25.0,Kakamega,2026-05-04
Butere Livestock Market,Chicken,Indigenous,-,Male,1300.00/Head,-,18.0,Kakamega,2026-05-04
Butere Livestock Market,Tomatoes,-,-,-,121.43/Kg,145.45/Kg,3500.0,Kakamega,2026-05-04
Butere Livestock Market,Banana (Cooking),-,-,-,30.00/Kg,52.63/Kg,120.0,Kakamega,2026-05-04
Butere Livestock Market,Dry Maize,White Maize,-,-,44.44/Kg,52.17/Kg,8370.0,Kakamega,2026-05-04
Butere Livestock Market,Cabbages,-,-,-,30.43/Kg,34.78/Kg,2216.0,Kakamega,2026-05-04
Butere Livestock Market,White Irish Potatoes,-,-,-,57.14/Kg,62.50/Kg,8750.0,Kakamega,2026-05-04
Butere Livestock Market,Sheep,Red Maasai,Grade 1,Female,4000.00/Head,-,3.0,Kakamega,2026-05-04
Vanga,Tuna,Fresh,-,-,200.00/Kg,250.00/Kg,75.0,Kwale,2026-05-04
Butere Livestock Market,Sheep,Red Maasai,Grade 1,Male,3800.00/Head,-,6.0,Kakamega,2026-05-04
Vanga,Jacks/Trevallies(Kolekole),Fresh,-,-,350.00/ Kg,400.00/ Kg,350.0,Kwale,2026-05-04
Vanga,Goatfishes,Fresh,-,-,250.00/Kg,270.00/Kg,25.0,Kwale,2026-05-04
Vanga,Barracuda(Kasumba),Fresh,-,-,220.00/Kg,250.00/Kg,580.0,Kwale,2026-05-04
Butere Livestock Market,Sheep,Red Maasai,Grade 2,Female,4800.00/Head,-,3.0,Kakamega,2026-05-04
Butere Livestock Market,Sheep,Red Maasai,Grade 2,Male,4500.00/Head,-,4.0,Kakamega,2026-05-04
Butere Livestock Market,Sheep,Red Maasai,Grade 1,Female,5500.00/Head,-,3.0,Kakamega,2026-05-04
Butere Livestock Market,Sheep,Red Maasai,Grade 1,Male,5000.00/Head,-,2.0,Kakamega,2026-05-04
Butere Livestock Market,Sheep,Red Maasai,Grade 3,Female,5000.00/Head,-,4.0,Kakamega,2026-05-04
Butere Livestock Market,Sheep,Red Maasai,Grade 3,Male,5500.00/Head,-,2.0,Kakamega,2026-05-04
Butere Livestock Market,Sheep,Red Maasai,Grade 2,Female,5800.00/Head,-,9.0,Kakamega,2026-05-04
Kutus,Carrots,-,-,-,60.00/Kg,80.00/Kg,3500.0,Kirinyaga,2026-05-04
Butere Livestock Market,Sheep,Red Maasai,Grade 2,Male,6000.00/Head,-,8.0,Kakamega,2026-05-04
Butere Livestock Market,Sheep,Red Maasai,Grade 1,Female,6500.00/Head,-,5.0,Kakamega,2026-05-04
Butere Livestock Market,Sheep,Red Maasai,Grade 1,Male,7000.00/Head,-,3.0,Kakamega,2026-05-04
Butere Livestock Market,Sheep,Red Maasai,Grade 3,Female,6500.00/Head,-,6.0,Kakamega,2026-05-04
Butere Livestock Market,Sheep,Red Maasai,Grade 3,Male,6800.00/Head,-,4.0,Kakamega,2026-05-04
Butere Livestock Market,Sheep,Red Maasai,Grade 2,Female,7500.00/Head,-,7.0,Kakamega,2026-05-04
Butere Livestock Market,Sheep,Red Maasai,Grade 2,Male,7200.00/Head,-,5.0,Kakamega,2026-05-04
Butere Livestock Market,Sheep,Red Maasai,Grade 2,Male,7200.00/Head,-,5.0,Kakamega,2026-05-04
Butere Livestock Market,Sheep,Red Maasai,Grade 1,Female,8500.00/Head,-,3.0,Kakamega,2026-05-04
Butere Livestock Market,Sheep,Red Maasai,Grade 1,Male,8000.00/Head,-,5.0,Kakamega,2026-05-04
Butere Livestock Market,Goat,Mixed,Grade 3,Female,4500.00/Head,-,6.0,Kakamega,2026-05-04
Butere Livestock Market,Goat,Mixed,Grade 3,Male,4000.00/Head,-,3.0,Kakamega,2026-05-04
Butere Livestock Market,Goat,Mixed,Grade 2,Female,5000.00/Head,-,2.0,Kakamega,2026-05-04
Butere Livestock Market,Goat,Mixed,Grade 2,Male,4500.00/Head,-,6.0,Kakamega,2026-05-04
Kutus,Arrow Root,-,-,-,70.00/Kg,100.00/Kg,,Kirinyaga,2026-05-04
Kutus,White Irish Potatoes,-,-,-,55.00/Kg,65.00/Kg,,Kirinyaga,2026-05-04
Butere Livestock Market,Goat,Mixed,Grade 1,Female,5500.00/Head,-,6.0,Kakamega,2026-05-04
Butere Livestock Market,Goat,Mixed,Grade 1,Male,5000.00/Head,-,4.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Mixed,Grade 3,Female,5500.00/Head,-,3.0,Kakamega,2026-05-04
Kutus,Apples,-,-,-,300.00/Kg,350.00/Kg,,Kirinyaga,2026-05-04
Butere Livestock Market,Goat,Mixed,Grade 3,Male,5000.00/Head,-,5.0,Kakamega,2026-05-04
Kutus,Avocado,Local,-,-,25.00/Kg,35.00/Kg,,Kirinyaga,2026-05-04
Butere Livestock Market,Goat,Mixed,Grade 2,Female,6000.00/Head,-,8.0,Kakamega,2026-05-04
Kutus,Banana (Ripening),-,-,-,15.00/Kg,20.00/Kg,12000.0,Kirinyaga,2026-05-04
Kutus,Oranges,-,-,-,40.00/Kg,90.00/Kg,,Kirinyaga,2026-05-04
Butere Livestock Market,Goat,Mixed,Grade 2,Male,5700.00/Head,-,7.0,Kakamega,2026-05-04
Kutus,Passion Fruits,-,-,-,160.00/Kg,200.00/Kg,,Kirinyaga,2026-05-04
Butere Livestock Market,Goat,Mixed,Grade 1,Female,6500.00/Head,-,4.0,Kakamega,2026-05-04
Kutus,Tree tomato,-,-,-,80.00/Kg,120.00/Kg,250.0,Kirinyaga,2026-05-04
Kutus,Water Melon,-,-,-,25.00/Kg,30.00/Kg,,Kirinyaga,2026-05-04
Butere Livestock Market,Goat,Mixed,Grade 1,Male,6000.00/Head,-,5.0,Kakamega,2026-05-04
Butere Livestock Market,Goat,Mixed,Grade 3,Female,6500.00/Head,-,7.0,Kakamega,2026-05-04
Kutus,Banana (Cooking),-,-,-,15.00/Kg,20.00/Kg,12000.0,Kirinyaga,2026-05-04
Butere Livestock Market,Goat,Mixed,Grade 3,Male,6800.00/Head,-,5.0,Kakamega,2026-05-04
Kutus,Banana (Plantain),-,-,-,70.00/Kg,100.00/Kg,2500.0,Kirinyaga,2026-05-04
Butere Livestock Market,Goat,Mixed,Grade 2,Female,7000.00/Head,-,3.0,Kakamega,2026-05-04
Kutus,Butternuts,-,-,-,30.00/Kg,50.00/Kg,800.0,Kirinyaga,2026-05-04
Butere Livestock Market,Goat,Mixed,Grade 2,Male,7500.00/Head,-,4.0,Kakamega,2026-05-04
Kutus,Cabbages,-,-,-,20.00/Kg,30.00/Kg,,Kirinyaga,2026-05-04
Butere Livestock Market,Goat,Mixed,Grade 1,Female,7500.00/Head,-,6.0,Kakamega,2026-05-04
Kutus,Capsicums,-,-,-,60.00/Kg,80.00/Kg,450.0,Kirinyaga,2026-05-04
Kutus,Carrots,-,-,-,35.00/Kg,50.00/Kg,3500.0,Kirinyaga,2026-05-04
Butere Livestock Market,Goat,Mixed,Grade 1,Male,8000.00/Head,-,5.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Mixed,Grade 3,Female,25000.00/Head,-,4.0,Kakamega,2026-05-04
Kutus,Chillies,-,-,-,120.00/Kg,150.00/Kg,80.0,Kirinyaga,2026-05-04
Kutus,Coriander (Dhania),-,-,-,70.00/Kg,130.00/Kg,120.0,Kirinyaga,2026-05-04
Butere Livestock Market,Cattle,Mixed,Grade 3,Male,23000.00/Head,-,3.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Mixed,Grade 2,Female,28000.00/Head,-,2.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Mixed,Grade 2,Male,25000.00/Head,-,3.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Mixed,Grade 1,Female,30000.00/Head,-,4.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Mixed,Grade 1,Male,28000.00/Head,-,3.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Mixed,Grade 3,Female,35000.00/Head,-,2.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Mixed,Grade 3,Male,33000.00/Head,-,6.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Mixed,Grade 2,Male,38000.00/Head,-,4.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Mixed,Grade 2,Female,40000.00/Head,-,1.0,Kakamega,2026-05-04
Kutus,Courgette,-,-,-,100.00/Kg,120.00/Kg,350.0,Kirinyaga,2026-05-04
Butere Livestock Market,Cattle,Mixed,Grade 1,Female,45000.00/Head,-,3.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Mixed,Grade 1,Male,41000.00/Head,-,2.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Mixed,Grade 3,Female,38000.00/Head,-,5.0,Kakamega,2026-05-04
Kutus,Cucumber,-,-,-,80.00/Kg,100.00/Kg,1.0,Kirinyaga,2026-05-04
Butere Livestock Market,Cattle,Mixed,Grade 3,Male,42000.00/Head,-,3.0,Kakamega,2026-05-04
Kutus,Dry Onions,-,-,-,120.00/Kg,140.00/Kg,6500.0,Kirinyaga,2026-05-04
Butere Livestock Market,Cattle,Mixed,Grade 2,Female,55000.00/Head,-,2.0,Kakamega,2026-05-04
Kutus,Egg plant (Brinjals),-,-,-,40.00/Kg,50.00/Kg,450.0,Kirinyaga,2026-05-04
Kutus,French beans,-,-,-,60.00/Kg,80.00/Kg,150.0,Kirinyaga,2026-05-04
Kutus,Fresh Peas,On pods,-,-,120.00/Kg,140.00/Kg,2000.0,Kirinyaga,2026-05-04
Butere Livestock Market,Cattle,Mixed,Grade 2,Male,58000.00/Head,-,1.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Mixed,Grade 1,Female,66000.00/Head,-,1.0,Kakamega,2026-05-04
Kutus,Garlic,-,-,-,300.00/Kg,400.00/Kg,350.0,Kirinyaga,2026-05-04
Kutus,Ginger,-,-,-,150.00/Kg,200.00/Kg,200.0,Kirinyaga,2026-05-04
Kutus,Green Maize,-,-,-,40.00/Kg,50.00/Kg,1200.0,Kirinyaga,2026-05-04
Butere Livestock Market,Cattle,Mixed,Grade 1,Male,73000.00/Head,-,3.0,Kakamega,2026-05-04
Kutus,Kales/Sukuma Wiki,-,-,-,10.00/Kg,20.00/Kg,1050.0,Kirinyaga,2026-05-04
Butere Livestock Market,Cattle,Zebu,Grade 3,Female,21000.00/Head,-,6.0,Kakamega,2026-05-04
Kutus,Pumpkin,-,-,-,30.00/Kg,50.00/Kg,1250.0,Kirinyaga,2026-05-04
Butere Livestock Market,Cattle,Zebu,Grade 3,Male,17500.00/Head,-,4.0,Kakamega,2026-05-04
Kutus,Spinach,-,-,-,20.00/Kg,30.00/Kg,800.0,Kirinyaga,2026-05-04
Kutus,Spring Onions,-,-,-,90.00/Kg,120.00/Kg,650.0,Kirinyaga,2026-05-04
Butere Livestock Market,Cattle,Zebu,Grade 2,Female,24000.00/Head,-,5.0,Kakamega,2026-05-04
Kutus,Tomatoes,-,-,-,71.43/Kg,85.71/Kg,4500.0,Kirinyaga,2026-05-04
Butere Livestock Market,Cattle,Zebu,Grade 2,Male,22000.00/Head,-,7.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Zebu,Grade 1,Female,27000.00/Head,-,2.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Zebu,Grade 1,Male,25000.00/Head,-,3.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Zebu,Grade 3,Female,30000.00/Head,-,10.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Zebu,Grade 3,Male,32000.00/Head,-,8.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Zebu,Grade 2,Female,35000.00/Head,-,7.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Zebu,Grade 2,Male,38000.00/Head,-,5.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Zebu,Grade 1,Female,45000.00/Head,-,3.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Zebu,Grade 1,Male,45000.00/Head,-,4.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Zebu,Grade 1,Female,31000.00/Head,-,5.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Zebu,Grade 3,Female,38000.00/Head,-,6.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Zebu,Grade 3,Male,48000.00/Head,-,5.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Zebu,Grade 2,Female,43000.00/Head,-,2.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Zebu,Grade 2,Male,64000.00/Head,-,1.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Zebu,Grade 1,Female,53000.00/Head,-,1.0,Kakamega,2026-05-04
Butere Livestock Market,Cattle,Zebu,Grade 1,Male,70000.00/Head,-,2.0,Kakamega,2026-05-04
Kagio,Green Maize,-,-,-,30.00/Kg,50.00/Kg,3500.0,Kirinyaga,2026-05-04
Kagio,Fresh Peas,On pods,-,-,70.00/Kg,90.00/Kg,700.0,Kirinyaga,2026-05-04
Kagio,French beans,-,-,-,70.00/Kg,100.00/Kg,400.0,Kirinyaga,2026-05-04
Kagio,Egg plant (Brinjals),-,-,-,40.00/Kg,60.00/Kg,200.0,Kirinyaga,2026-05-04
Kagio,Dry Onions,-,-,-,90.00/Kg,120.00/Kg,3000.0,Kirinyaga,2026-05-04
Kagio,Cucumber,-,-,-,30.00/Kg,50.00/Kg,700.0,Kirinyaga,2026-05-04
Kagio,Courgette,-,-,-,50.00/Kg,70.00/Kg,1300.0,Kirinyaga,2026-05-04
Kagio,Coriander (Dhania),-,-,-,20.00/Kg,30.00/Kg,200.0,Kirinyaga,2026-05-04
Kagio,Chillies,-,-,-,40.00/Kg,60.00/Kg,300.0,Kirinyaga,2026-05-04
Kagio,Cauliflower,-,-,-,120.00/Kg,160.00/Kg,100.0,Kirinyaga,2026-05-04
Kagio,Carrots,-,-,-,45.00/Kg,60.00/Kg,2800.0,Kirinyaga,2026-05-04
Kagio,Capsicums,-,-,-,40.00/Kg,60.00/Kg,1200.0,Kirinyaga,2026-05-04
Kagio,Capsicums,-,-,-,180.00/Kg,250.00/Kg,100.0,Kirinyaga,2026-05-04
Kagio,Cabbages,-,-,-,15.00/Kg,20.00/Kg,28000.0,Kirinyaga,2026-05-04
Kagio,Cabbages,-,-,-,15.00/Kg,20.00/Kg,28000.0,Kirinyaga,2026-05-04
Kagio,Butternuts,-,-,-,40.00/Kg,60.00/Kg,2000.0,Kirinyaga,2026-05-04
Kagio,Broccoli,-,-,-,8.00/Kg,120.00/Kg,200.0,Kirinyaga,2026-05-04
Kagio,Banana (Plantain),-,-,-,60.00/Kg,90.00/Kg,400.0,Kirinyaga,2026-05-04
Kagio,Banana (Cooking),-,-,-,30.00/Kg,50.00/Kg,35000.0,Kirinyaga,2026-05-04
Kagio,Pumpkin Leaves,-,-,-,20.00/Kg,30.00/Kg,200.0,Kirinyaga,2026-05-04
Kagio,Cowpea leaves (Kunde),-,-,-,20.00/Kg,30.00/Kg,200.0,Kirinyaga,2026-05-04
